host_response_rate,host_acceptance_rate,host_total_listings_count,neighbourhood,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,weighted_rating_score,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_is_superhost_t,host_identity_verified_t,property_type_Bed & Breakfast,property_type_Boat,property_type_Bungalow,property_type_Cabin,property_type_Camper/RV,property_type_Chalet,property_type_Condominium,property_type_Dorm,property_type_House,property_type_Loft,property_type_Other,property_type_Tent,property_type_Townhouse,property_type_Treehouse,property_type_Yurt,room_type_Private room,room_type_Shared room,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_moderate,cancellation_policy_strict
100.0,100.0,1.0,44,2,1.0,1.0,1.0,300.0,7.0,16,94.0,1504.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
80.0,100.0,1.0,49,2,1.0,1.0,1.0,287.61039657020365,50.0,22,98.0,2156.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
80.0,100.0,34.0,73,5,2.0,2.0,2.0,200.0,95.0,10,87.0,870.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,13,5,2.0,2.0,3.0,250.0,95.0,26,96.0,2496.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,15,2,1.0,1.0,1.0,250.0,50.0,15,100.0,1500.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,47,4,1.0,2.0,3.0,200.0,40.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,19,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,1,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,40,4,2.5,2.0,2.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,49,5,2.5,2.0,2.0,100.0,40.0,1,80.0,80.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,4.0,35,2,2.0,1.0,1.0,287.61039657020365,61.71090387374462,42,97.0,4074.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,18.0,71,1,3.5,1.0,1.0,287.61039657020365,61.71090387374462,16,90.0,1440.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
100.0,100.0,2.0,10,2,1.0,1.0,1.0,287.61039657020365,10.0,21,95.0,1995.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,2.0,76,4,1.0,1.0,1.0,287.61039657020365,50.0,35,94.0,3290.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,77,4,1.0,1.0,2.0,287.61039657020365,61.71090387374462,23,97.0,2231.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,5.0,23,2,3.0,1.0,1.0,100.0,10.0,59,92.0,5428.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,61,2,1.0,1.0,1.0,1000.0,50.0,1,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,99.96715927750411,1.0,80,4,1.5,2.0,2.0,200.0,99.0,2,100.0,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
63.0,100.0,9.0,4,6,1.0,2.0,3.0,287.61039657020365,95.0,16,93.0,1488.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.0,100.0,5.0,10,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,70,6,1.5,3.0,3.0,287.61039657020365,45.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,4,1.0,1.0,3.0,287.61039657020365,60.0,58,100.0,5800.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,46,2,1.0,1.0,1.0,300.0,30.0,28,100.0,2800.0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,76,7,3.0,4.0,5.0,350.0,90.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
89.0,100.0,3.0,35,2,1.5,1.0,1.0,287.61039657020365,61.71090387374462,1,100.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
100.0,100.0,3.0,25,4,1.0,2.0,2.0,500.0,80.0,11,100.0,1100.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,73,3,1.0,1.0,1.0,500.0,75.0,40,99.0,3960.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,2,1.0,1.0,1.0,100.0,20.0,19,95.0,1805.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,3.0,80,2,1.0,1.0,1.0,287.61039657020365,20.0,3,100.0,300.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
98.0,100.0,21.0,66,2,1.0,1.0,1.0,500.0,10.0,12,96.0,1152.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
100.0,100.0,3.0,14,2,3.5,1.0,3.0,200.0,35.0,74,97.0,7178.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,3.0,3,2,1.0,1.0,1.0,287.61039657020365,55.0,16,98.0,1568.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,4,3,1.0,1.0,2.0,287.61039657020365,61.71090387374462,2,100.0,200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,3.0,22,5,1.0,1.0,3.0,350.0,65.0,17,93.0,1581.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,5.0,4,5,1.0,1.0,3.0,150.0,45.0,67,94.0,6298.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,69,4,1.0,1.0,2.0,300.0,15.0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,2,1.0,1.0,1.0,100.0,35.0,21,99.0,2079.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
88.0,100.0,36.0,10,4,1.0,0.0,1.0,287.61039657020365,149.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,40,6,1.5,2.0,4.0,300.0,75.0,4,100.0,400.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,3,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
93.0,100.0,1.0,10,4,1.0,1.0,3.0,200.0,50.0,20,96.0,1920.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
99.0,100.0,7.0,10,3,1.0,1.0,1.0,200.0,40.0,32,96.0,3072.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
98.0,100.0,18.0,4,2,1.0,1.0,1.0,300.0,95.0,28,95.0,2660.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,3.0,49,2,1.0,1.0,1.0,120.0,15.0,37,89.0,3293.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,39,2,1.0,1.0,1.0,287.61039657020365,15.0,11,98.0,1078.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,10,4,1.0,1.0,3.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,3,2,1.0,0.0,1.0,200.0,35.0,11,95.0,1045.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,2.0,4,2,1.0,1.0,1.0,500.0,25.0,2,90.0,180.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,10,8,1.0,4.0,4.0,100.0,90.0,23,98.0,2254.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,10.0,72,12,1.0,2.0,4.0,100.0,150.0,54,89.0,4806.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,99.96715927750411,1.0,10,4,2.0,1.0,1.0,1000.0,65.0,4,100.0,400.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,20,2,3.0,1.0,1.0,287.61039657020365,10.0,144,95.0,13680.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
99.0,100.0,169.0,4,6,2.0,2.0,3.0,287.61039657020365,99.0,9,96.0,864.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,76,4,1.0,2.0,2.0,100.0,50.0,12,93.0,1116.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,2.0,71,2,1.0,1.0,1.0,100.0,72.0,7,94.0,658.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,76,2,1.0,1.0,1.0,350.0,50.0,2,90.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,53,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80.0,100.0,2.0,4,4,1.0,1.0,1.0,300.0,100.0,4,100.0,400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,22,92.0,2024.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,10,2,1.0,0.0,1.0,287.61039657020365,35.0,135,92.0,12420.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,73,4,1.0,1.0,4.0,287.61039657020365,25.0,50,94.0,4700.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,99.96715927750411,1.0,76,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67.0,100.0,1.0,59,3,1.0,1.0,1.0,250.0,25.0,13,98.0,1274.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,4.0,4,3,1.0,1.0,1.0,300.0,60.0,28,99.0,2772.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,3,1.0,1.0,2.0,200.0,20.0,3,100.0,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,10,4,1.0,1.0,1.0,287.61039657020365,61.71090387374462,9,84.0,756.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,2.0,4,4,1.0,1.0,1.0,95.0,85.0,54,94.0,5076.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,2.0,10,3,2.0,1.0,2.0,287.61039657020365,10.0,23,97.0,2231.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,3,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,85,94.0,7990.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
94.88679817905918,99.96715927750411,1.0,10,2,2.0,1.0,1.0,287.61039657020365,15.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,22,4,1.0,2.0,2.0,350.0,100.0,20,100.0,2000.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.0,100.0,34.0,4,4,1.0,1.0,2.0,287.61039657020365,95.0,3,93.0,279.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,46,5,2.0,2.0,3.0,500.0,100.0,3,100.0,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,2.0,41,1,1.0,1.0,1.0,200.0,75.0,11,100.0,1100.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
94.0,100.0,2.0,59,4,1.0,1.0,2.0,300.0,60.0,21,96.0,2016.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,59,6,2.0,3.0,3.0,287.61039657020365,61.71090387374462,6,83.0,498.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,25,5,1.0,1.0,2.0,287.61039657020365,61.71090387374462,74,86.0,6364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
97.0,100.0,6.0,4,4,1.0,0.0,3.0,250.0,65.0,13,95.0,1235.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90.0,100.0,37.0,73,1,1.0,1.0,1.0,350.0,35.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,37,2,1.0,1.0,1.0,250.0,60.0,3,100.0,300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,9,2,1.0,1.0,1.0,175.0,61.71090387374462,134,98.0,13132.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,10,4,1.0,2.0,2.0,200.0,59.0,13,91.0,1183.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,2.0,13,2,1.0,1.0,1.0,100.0,75.0,51,87.0,4437.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,47,7,2.5,3.0,3.0,750.0,250.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,7,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,5,100.0,500.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
67.0,100.0,1.0,10,4,1.0,1.0,2.0,100.0,50.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,2,2,0.5,1.0,1.0,100.0,20.0,26,86.0,2236.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,3,2,1.5,1.0,1.0,287.61039657020365,25.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
75.0,100.0,1.0,2,4,1.0,3.0,2.0,287.61039657020365,50.0,1,78.93206951026856,78.93206951026856,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,3.0,10,2,1.0,1.0,1.0,300.0,24.0,2,100.0,200.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,76,5,2.0,3.0,3.0,287.61039657020365,100.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,2.0,37,5,2.5,2.0,2.0,750.0,200.0,12,98.0,1176.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,4,2,1.0,0.0,1.0,100.0,80.0,45,98.0,4410.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100.0,100.0,2.0,3,3,1.0,1.0,1.0,150.0,61.71090387374462,115,95.0,10925.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
50.0,100.0,1.0,35,6,1.5,3.0,3.0,1000.0,200.0,22,94.0,2068.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,19,3,1.0,1.0,1.0,300.0,82.0,2,90.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,72,4,1.0,2.0,2.0,100.0,150.0,1,100.0,100.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,10,2,1.0,2.0,1.0,287.61039657020365,20.0,31,93.0,2883.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,99.96715927750411,1.0,37,2,1.0,0.0,1.0,287.61039657020365,61.71090387374462,8,93.0,744.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78.0,100.0,1.0,44,2,1.0,1.0,1.0,287.61039657020365,25.0,46,95.0,4370.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
88.0,100.0,36.0,10,8,1.5,3.0,5.0,287.61039657020365,264.0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,63,4,1.0,0.0,1.0,287.61039657020365,60.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,3,2,1.0,1.0,1.0,250.0,50.0,8,90.0,720.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,1.0,20,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,13,97.0,1261.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,9.0,19,4,1.0,1.0,2.0,250.0,135.0,8,98.0,784.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
86.0,100.0,1.0,66,4,1.0,1.0,1.0,500.0,35.0,6,88.0,528.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
70.0,100.0,1.0,76,4,1.0,1.0,1.0,287.61039657020365,10.0,11,92.0,1012.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,3.0,10,4,1.0,2.0,2.0,200.0,45.0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,77,1,1.0,1.0,1.0,287.61039657020365,61.71090387374462,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
94.88679817905918,99.96715927750411,1.0,49,2,1.5,1.0,1.0,287.61039657020365,25.0,9,96.0,864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
99.0,100.0,354.0,20,6,2.0,3.0,3.0,287.61039657020365,230.0,1,80.0,80.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,71,4,1.0,2.0,2.0,287.61039657020365,61.71090387374462,6,87.0,522.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.0,100.0,34.0,4,6,1.0,2.0,3.0,287.61039657020365,105.0,3,100.0,300.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
97.0,100.0,9.0,20,16,3.5,4.0,10.0,250.0,100.0,4,95.0,380.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,5.0,44,5,2.0,2.0,2.0,200.0,120.0,3,93.0,279.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
90.0,100.0,1.0,61,4,2.0,2.0,2.0,150.0,50.0,2,80.0,160.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,14,8,1.0,3.0,3.0,287.61039657020365,61.71090387374462,4,100.0,400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90.0,100.0,1.0,26,4,1.0,3.0,4.0,287.61039657020365,25.0,3,87.0,261.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99.0,100.0,7.0,57,2,1.0,1.0,1.0,300.0,61.71090387374462,74,88.0,6512.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
94.88679817905918,99.96715927750411,1.0,46,2,1.0,1.0,1.0,150.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,4.0,4,7,2.0,2.0,4.0,100.0,105.0,47,95.0,4465.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100.0,100.0,1.0,3,2,1.0,1.0,1.0,287.61039657020365,61.71090387374462,4,85.0,340.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,1.0,10,3,1.0,1.0,2.0,200.0,30.0,11,90.0,990.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
94.88679817905918,99.96715927750411,1.0,42,1,1.0,1.0,1.0,400.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.0,100.0,1.0,61,3,1.0,1.0,1.0,287.61039657020365,20.0,287,96.0,27552.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100.0,100.0,4.0,44,3,2.0,1.0,1.0,287.61039657020365,61.71090387374462,52,95.0,4940.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
100.0,100.0,1.0,47,2,1.0,1.0,1.0,287.61039657020365,60.0,7,100.0,700.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100.0,100.0,2.0,19,2,1.0,1.0,1.0,200.0,61.71090387374462,0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
